,radiant_win,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,dire_1,dire_2,dire_3,dire_4,dire_5
57643,0,74,41,93,105,86,4,114,21,22,14
57644,1,51,120,46,114,27,48,25,16,101,104
57645,0,27,71,7,17,70,12,22,34,107,54
57646,1,34,2,42,51,41,99,21,22,14,10
57647,1,64,22,113,67,32,88,27,21,62,95
57648,1,74,105,114,67,2,11,26,23,120,10
57649,0,119,93,8,14,21,2,56,54,75,27
57650,1,14,8,25,16,30,9,113,101,60,49
57651,1,22,44,35,14,30,95,21,105,9,99
57652,1,104,43,44,7,14,17,41,21,6,86
57653,1,97,74,107,48,87,77,79,92,16,86
57654,1,37,101,26,63,54,74,59,84,1,58
57655,0,35,26,108,32,41,74,44,104,14,28
57656,0,22,104,26,93,28,41,74,101,69,71
57657,1,35,5,44,32,14,105,2,26,59,39
57658,1,59,89,33,8,30,71,22,45,114,21
57659,1,32,67,22,27,9,83,34,106,2,86
57660,0,1,114,22,13,3,23,106,9,105,14
57661,1,4,104,22,106,110,71,82,86,44,21
57662,1,41,101,43,62,120,74,21,51,18,14
57663,1,25,109,45,113,62,32,23,34,11,26
57664,0,21,9,94,64,54,22,51,86,26,1
57665,0,41,26,96,14,11,27,67,25,56,44
57666,1,106,67,20,29,16,4,22,3,41,88
57667,0,36,50,1,11,62,63,32,76,75,21
57668,0,23,15,75,16,84,64,95,101,22,120
57669,1,1,86,34,92,28,14,64,42,46,21
57670,0,50,101,22,59,14,1,77,51,21,64
57671,0,14,21,27,74,54,1,68,71,46,96
57672,0,62,38,87,17,81,14,77,67,21,22
57673,1,100,38,1,75,34,17,74,72,9,120
57674,1,87,21,8,16,98,102,107,12,109,95
57675,1,114,27,29,83,106,72,96,75,76,84
57676,1,60,71,12,84,46,101,39,6,21,110
57677,1,86,78,109,14,36,94,31,35,74,120
57678,1,17,110,23,99,41,62,52,84,25,4
57679,0,34,60,92,81,99,17,67,29,79,14
57680,1,106,8,67,14,60,93,114,25,111,9
57681,1,22,62,11,86,1,21,67,104,82,7
57682,0,5,2,93,74,105,111,69,35,28,44
57683,0,35,99,12,9,7,96,39,26,101,18
57684,1,21,71,55,92,1,49,101,75,110,93
57685,0,26,51,53,41,75,74,22,7,37,44
57686,0,9,119,67,25,7,74,14,30,8,22
57687,1,84,63,71,21,54,28,104,9,114,39
57688,0,34,101,49,26,8,99,91,79,6,92
57689,1,47,4,36,48,11,119,35,34,2,39
57690,0,8,106,101,9,51,32,113,56,67,53
57691,1,38,92,3,6,89,67,51,21,13,105
57692,0,48,85,11,2,30,81,25,14,74,108
57693,0,8,27,88,74,14,101,69,26,44,4
57694,1,26,8,9,55,14,27,17,42,71,120
57695,0,101,11,32,83,44,87,114,69,17,28
57696,1,46,31,69,64,42,14,52,8,30,2
57697,1,4,69,108,44,26,28,48,23,14,101
57698,0,4,3,21,11,102,66,27,14,2,77
57699,0,106,102,4,14,111,114,101,12,71,27
57700,0,45,64,84,41,99,56,88,35,27,32
57701,1,61,99,3,14,93,9,41,52,23,22
57702,0,100,110,27,48,11,97,114,23,17,91
57703,1,68,8,25,110,38,97,18,106,47,14
57704,0,64,107,36,34,8,106,111,45,67,14
57705,0,21,95,79,47,84,16,4,101,99,74
57706,1,104,44,26,18,74,54,114,106,62,32
57707,0,25,84,120,14,1,62,111,59,57,74
57708,0,84,77,34,22,16,2,44,94,49,62
57709,1,34,87,100,62,93,21,10,107,22,86
57710,1,14,44,57,25,21,32,8,114,11,56
57711,1,34,21,26,99,1,67,45,36,51,29
57712,0,21,91,99,106,9,84,67,37,85,74
57713,0,14,21,107,18,35,17,26,32,81,36
57714,1,84,38,25,41,5,88,59,14,71,74
57715,1,43,53,28,67,102,16,86,74,41,7
57716,0,114,2,101,9,28,52,4,21,64,38
57717,0,27,37,49,48,98,4,83,22,85,25
57718,0,21,95,22,64,89,87,48,74,32,2
57719,1,78,71,36,54,68,120,14,67,52,74
57720,0,4,34,100,114,30,69,101,67,42,17
57721,0,14,100,44,110,4,74,84,1,37,72
57722,0,86,8,34,120,107,101,85,92,15,14
57723,1,84,72,22,71,32,93,86,20,113,21
57724,1,22,97,3,1,88,74,67,86,26,38
57725,1,51,23,25,1,2,96,42,7,17,19
57726,0,119,76,111,78,21,86,16,67,57,59
57727,0,113,63,74,9,105,22,20,71,36,41
57728,1,75,2,17,14,1,120,53,84,30,10
57729,1,32,37,110,34,41,21,86,93,11,9
57730,0,108,34,93,75,7,21,6,71,17,27
57731,1,47,27,8,2,14,10,83,50,59,105
57732,0,100,59,36,63,62,83,101,2,70,35
57733,0,21,23,97,74,67,77,64,46,29,119
57734,1,46,67,2,20,57,34,33,18,62,27
57735,1,74,86,69,82,23,8,4,43,119,108
57736,1,33,10,2,39,102,114,51,32,14,11
57737,1,87,1,11,112,38,26,104,106,56,7
57738,1,88,67,97,14,74,100,114,64,34,28
57739,0,84,9,67,78,11,31,93,2,74,27
57740,1,72,110,108,33,1,51,9,3,37,41
57741,1,22,9,51,20,82,17,14,112,18,7
57742,0,64,11,51,48,60,8,101,74,99,14
57743,1,2,42,11,86,37,33,6,119,56,69
57744,1,17,87,69,14,95,52,86,21,8,74
57745,0,64,41,102,34,87,48,22,79,43,99
57746,1,48,31,102,34,22,8,39,82,87,55
57747,1,51,120,86,22,1,95,119,27,16,43
57748,0,1,60,101,21,74,97,39,3,67,111
57749,1,88,42,32,3,69,93,86,104,84,74
57750,0,14,4,104,106,112,12,29,74,22,57
57751,1,93,35,56,119,23,32,4,34,48,26
57752,0,34,32,44,21,13,99,1,23,75,105
57753,1,14,74,120,48,27,97,31,37,21,10
57754,0,17,98,84,105,48,67,25,83,88,86
57755,0,39,86,114,14,7,56,23,33,16,106
57756,1,22,48,49,37,26,3,104,14,42,35
57757,0,68,17,14,59,83,84,48,51,42,9
57758,1,27,8,82,23,32,5,71,56,28,44
57759,1,38,25,14,74,44,23,16,52,34,8
57760,1,104,9,3,2,101,100,110,34,41,26
57761,1,78,82,119,79,25,106,69,62,48,87
57762,0,108,5,41,92,22,35,8,66,14,38
57763,1,70,90,44,9,11,111,42,93,36,34
57764,1,97,74,93,75,14,69,4,46,37,45
57765,0,106,28,75,1,23,45,56,86,8,76
57766,1,37,71,21,101,44,104,12,56,38,64
57767,1,119,88,85,54,11,62,38,34,44,52
57768,0,73,12,2,17,8,74,1,104,53,57
57769,1,46,97,7,5,6,49,23,55,79,48
57770,1,21,17,27,93,64,119,83,41,120,113
57771,1,2,67,11,119,37,13,14,101,114,21
57772,0,10,26,56,3,21,41,93,34,62,27
57773,0,26,48,39,62,69,21,86,51,16,93
57774,0,71,36,54,30,34,47,14,37,10,108
57775,0,11,110,114,2,62,14,37,32,39,41
57776,1,9,57,54,23,22,102,48,26,53,17
57777,0,36,16,41,39,57,29,74,72,14,37
57778,0,74,26,107,98,67,9,34,60,22,90
57779,1,85,37,69,77,74,3,8,23,14,47
57780,0,105,34,31,44,37,114,50,1,74,16
57781,1,6,59,3,21,17,26,56,31,14,25
57782,1,69,48,8,113,91,74,53,10,112,120
57783,0,72,33,1,46,22,39,77,69,91,14
57784,1,63,9,74,6,88,101,75,106,69,4
57785,0,21,109,30,106,71,34,36,14,12,40
57786,1,84,48,110,9,34,103,101,109,86,29
57787,1,48,51,14,68,114,61,17,93,42,54
57788,0,62,4,46,21,111,78,120,14,90,1
57789,0,21,47,14,70,83,46,40,68,114,32
57790,1,12,26,33,47,48,11,97,63,101,14
57791,1,106,14,41,21,2,38,91,114,112,11
57792,1,86,85,114,9,34,14,30,6,93,108
57793,1,41,9,39,74,61,99,26,48,11,13
57794,0,27,69,67,74,5,40,14,21,1,75
57795,0,106,95,100,27,41,120,1,119,26,13
57796,1,2,10,25,30,27,14,56,64,43,60
57797,1,31,47,79,35,59,2,49,26,114,16
57798,1,16,79,99,67,11,19,95,22,23,68
57799,0,61,48,60,32,30,64,35,86,102,11
57800,1,106,44,7,10,9,32,104,120,34,12
57801,1,2,17,8,110,87,12,22,23,32,21
57802,1,67,2,27,74,64,11,38,90,72,14
57803,1,28,14,93,22,110,54,90,60,34,27
57804,1,4,34,27,2,21,41,14,26,13,23
57805,1,54,2,14,68,46,74,67,84,63,91
57806,0,39,14,64,114,51,86,99,34,32,48
57807,0,72,23,33,34,21,17,114,71,88,51
57808,1,22,69,67,72,91,45,35,70,120,100
57809,1,42,23,64,21,4,1,37,101,69,17
57810,1,38,1,37,17,84,101,75,32,8,108
57811,0,94,18,14,34,30,27,37,82,78,44
57812,1,52,9,67,47,34,14,99,101,105,45
57813,0,14,74,86,35,108,106,13,105,114,104
57814,0,87,49,97,14,54,64,20,83,6,23
57815,0,11,38,32,3,41,51,10,69,92,84
57816,1,51,4,21,74,27,99,47,48,119,14
57817,0,106,67,108,22,14,27,59,11,52,38
57818,0,69,99,20,46,6,14,63,74,41,68
57819,0,34,56,100,84,21,32,104,101,92,48
57820,0,12,14,22,99,86,101,102,9,69,82
57821,0,59,2,56,101,111,22,68,9,72,14
57822,1,27,14,19,39,95,94,99,11,88,90
57823,1,12,2,100,34,22,1,33,29,26,11
57824,0,1,64,7,57,56,93,5,47,9,2
57825,0,67,12,27,14,16,94,108,71,7,74
57826,0,72,30,32,110,34,35,48,63,14,27
57827,1,1,90,20,21,23,17,41,84,22,4
57828,0,87,47,22,99,67,42,108,16,54,23
57829,0,9,119,26,104,114,4,78,37,95,101
57830,1,16,56,44,37,2,120,3,10,103,45
57831,0,86,85,93,52,9,48,3,61,100,22
57832,1,27,70,56,96,85,37,12,114,83,2
57833,1,67,101,69,71,12,47,64,54,20,108
57834,1,102,11,67,26,16,29,104,1,10,107
57835,0,1,106,30,9,97,14,90,59,41,120
57836,0,43,56,105,38,37,93,26,100,22,96
57837,0,5,114,101,16,21,106,14,9,20,41
57838,0,87,38,54,46,64,37,120,95,4,22
57839,1,30,29,82,8,100,93,11,26,69,27
57840,1,44,64,3,4,97,75,71,52,1,86
57841,1,74,9,6,46,86,119,59,82,27,2
57842,0,114,84,9,21,82,85,100,26,44,34
57843,0,27,60,106,39,4,67,114,11,21,66
57844,1,87,2,39,7,63,17,104,14,20,1
57845,1,52,15,7,87,1,4,104,101,27,113
57846,0,21,3,52,67,39,101,34,83,53,15
57847,1,14,47,43,64,1,99,22,33,35,86
57848,1,44,30,1,120,71,32,27,22,59,41
57849,1,114,21,104,3,103,10,91,11,60,64
57850,0,41,21,79,34,9,8,88,93,14,17
57851,1,61,8,37,64,45,34,85,21,2,12
57852,1,93,96,11,22,107,106,14,64,48,69
57853,1,33,69,1,47,21,76,7,99,71,8
57854,0,49,14,26,48,21,47,20,40,8,23
57855,1,7,99,40,13,95,6,33,68,23,18
57856,1,1,44,26,107,16,34,9,81,86,14
57857,0,57,17,72,114,39,8,101,38,43,86
57858,1,30,33,8,9,32,99,62,22,1,84
57859,0,46,73,14,110,21,32,56,41,95,26
57860,0,99,86,87,67,91,106,69,21,37,41
57861,0,2,27,23,9,5,84,14,8,17,99
57862,0,59,17,27,1,32,51,81,22,84,86
57863,1,44,100,2,30,22,61,14,67,3,104
57864,0,7,17,82,84,14,1,77,26,32,39
57865,1,7,82,48,21,3,72,56,12,64,101
57866,1,46,41,52,27,75,45,14,110,22,73
57867,1,45,4,68,34,8,33,5,40,23,42
57868,0,91,2,67,86,47,70,16,101,103,45
57869,0,106,89,17,78,14,21,22,93,88,25
57870,1,2,74,8,14,23,4,1,84,22,101
57871,1,30,4,57,39,114,28,37,106,65,47
57872,0,119,93,39,14,7,27,43,100,48,108
57873,1,42,23,34,21,52,25,5,41,69,38
57874,0,41,37,108,25,101,11,99,59,91,50
57875,0,54,35,120,66,58,5,41,46,32,15
57876,1,93,101,39,22,55,56,87,21,6,100
57877,1,60,27,88,39,67,11,101,28,1,26
57878,0,29,86,94,22,42,56,2,101,27,11
57879,1,31,87,77,49,28,101,56,5,73,14
57880,1,64,21,70,57,14,5,74,41,99,22
57881,1,25,105,14,44,98,21,62,23,39,2
57882,0,93,7,21,27,11,64,41,4,104,34
57883,1,14,108,93,61,22,34,99,105,114,30
57884,0,6,69,21,9,10,101,16,95,80,106
57885,0,114,17,2,27,7,4,39,26,22,10
57886,1,8,21,84,110,86,71,54,23,26,63
57887,1,95,101,51,11,7,69,14,39,54,26
57888,1,61,109,102,14,58,74,7,108,26,67
57889,0,27,35,41,95,101,113,33,85,21,94
57890,0,4,46,52,14,2,64,16,8,35,85
57891,1,104,37,71,10,46,106,93,21,83,9
57892,1,4,33,86,95,22,2,64,72,106,91
57893,1,60,68,15,69,6,95,30,120,52,20
57894,0,106,22,99,72,27,85,87,41,35,2
57895,0,22,100,14,7,113,28,87,12,41,35
57896,0,8,106,60,79,14,34,75,48,2,112
57897,1,88,1,99,76,87,56,27,21,96,101
57898,1,48,98,6,20,64,67,108,11,53,27
57899,1,81,2,111,40,26,86,4,114,32,112
57900,0,75,93,22,39,11,89,54,27,10,52
57901,0,1,68,46,14,9,22,64,86,93,74
57902,1,76,31,14,21,61,7,86,11,41,63
57903,1,2,25,59,8,88,120,26,47,34,23
57904,0,114,52,112,22,69,74,21,14,10,104
57905,0,17,67,5,29,64,89,95,46,28,36
57906,1,101,10,46,120,37,72,105,27,17,14
57907,0,45,95,26,99,17,28,54,11,119,110
57908,0,34,1,87,28,33,9,46,93,101,23
57909,0,120,40,106,3,84,101,21,29,90,54
57910,1,82,27,19,93,21,96,74,8,23,26
57911,1,37,89,36,47,8,41,108,74,107,26
57912,0,84,71,8,74,97,94,7,55,46,9
57913,1,9,6,106,68,14,42,78,27,46,41
57914,1,9,114,106,26,69,99,86,48,34,14
57915,1,86,14,51,9,67,74,44,97,101,90
57916,0,65,9,32,34,26,2,21,67,14,62
57917,0,25,114,31,66,2,4,101,55,39,14
57918,0,8,39,79,14,2,120,76,9,27,51
57919,0,44,113,26,114,34,93,14,102,17,101
57920,0,67,14,69,52,84,41,35,101,2,110
57921,0,71,69,21,67,25,86,32,18,34,96
57922,0,56,34,26,14,99,75,17,110,38,54
57923,1,19,120,27,62,39,86,2,48,13,23
57924,0,114,14,72,21,44,8,25,34,6,5
57925,1,33,44,97,11,101,71,86,29,22,93
57926,0,104,27,48,14,11,67,101,25,2,51
57927,0,25,26,65,8,88,56,113,9,79,21
57928,0,42,84,21,6,1,97,4,23,27,14
57929,0,56,38,48,68,60,42,75,2,16,13
57930,1,5,44,20,23,17,14,86,25,22,95
57931,0,93,46,88,75,71,40,7,21,12,13
57932,0,110,41,46,22,47,1,101,93,23,6
57933,0,70,7,107,111,74,22,9,108,8,84
57934,0,1,104,27,38,14,11,26,95,9,35
57935,0,101,14,64,69,1,88,71,10,74,56
57936,0,81,74,26,65,62,22,101,4,113,16
57937,1,25,30,32,67,21,11,93,26,62,108
57938,1,9,108,14,34,8,60,33,90,44,22
57939,0,114,101,104,11,5,14,64,74,16,6
57940,1,111,120,67,56,16,31,113,33,30,42
57941,0,22,93,99,84,17,75,8,54,26,74
57942,1,74,120,86,14,94,48,107,22,108,21
57943,1,41,56,112,53,23,84,111,35,8,104
57944,1,95,4,21,86,74,56,39,69,37,54
57945,1,23,110,44,56,16,41,101,93,74,42
57946,0,41,84,7,72,94,35,14,37,9,67
57947,0,9,39,14,105,12,92,44,77,111,83
57948,0,34,93,92,4,21,22,5,56,14,1
57949,1,51,74,88,14,1,41,39,87,89,48
57950,0,74,50,1,84,14,68,2,93,32,21
57951,1,16,106,109,26,110,68,11,12,60,99
57952,0,36,10,101,46,62,5,1,96,32,11
57953,0,74,5,78,12,60,41,84,103,48,47
57954,1,23,85,1,69,64,26,108,57,46,8
57955,1,99,88,12,22,101,7,14,8,34,39
57956,1,74,83,44,38,21,35,46,59,88,7
57957,1,11,9,85,67,37,95,42,14,21,101
57958,0,22,6,14,36,27,5,47,23,12,96
57959,1,84,23,1,96,74,54,41,62,52,101
57960,1,77,7,46,14,21,22,53,48,86,71
57961,1,120,22,10,34,7,73,56,8,27,47
57962,1,37,113,16,95,28,1,21,14,104,41
57963,1,45,74,120,53,41,87,6,34,14,22
57964,0,56,29,21,37,74,89,25,81,9,22
57965,1,99,64,11,100,93,18,74,70,26,114
57966,0,27,88,11,103,72,44,74,86,33,56
57967,1,22,7,92,54,77,98,12,9,112,23
57968,0,13,8,69,101,57,74,26,96,41,16
57969,1,62,58,113,16,48,2,27,41,74,23
57970,0,22,14,4,111,2,108,74,18,88,85
57971,1,106,40,101,14,4,27,2,74,44,85
57972,1,42,93,2,21,37,76,79,65,23,1
57973,0,20,71,6,74,101,85,22,37,25,41
57974,0,34,101,16,12,108,21,14,19,62,22
57975,1,22,3,93,63,101,21,86,44,99,104
57976,0,46,27,51,86,8,31,35,14,93,2
57977,1,106,62,9,37,61,11,32,27,7,4
57978,0,74,114,105,108,84,101,99,2,20,62
57979,1,52,9,93,108,84,109,5,45,29,28
57980,0,16,27,8,98,46,21,87,32,70,56
57981,0,22,14,18,11,96,104,47,64,1,23
57982,1,48,45,4,76,91,42,2,88,22,60
57983,0,120,34,93,84,101,71,38,25,106,30
57984,1,70,14,45,9,22,94,21,4,74,111
57985,1,72,21,7,110,106,35,45,33,94,52
57986,0,28,35,74,45,14,3,51,34,6,1
57987,1,16,21,11,26,12,42,22,7,32,75
57988,1,23,30,96,32,109,14,74,99,5,114
57989,1,69,14,9,76,67,63,47,88,1,27
57990,1,41,22,26,84,48,34,27,51,103,82
57991,1,4,64,67,71,69,22,99,56,48,27
57992,0,41,75,22,108,14,27,74,44,51,2
57993,1,42,13,101,82,100,75,14,4,31,106
57994,1,23,52,84,8,2,74,26,40,72,100
57995,0,93,74,84,9,85,21,88,1,46,62
57996,1,22,10,102,37,31,42,101,23,21,91
57997,0,11,29,8,86,119,39,26,96,1,101
57998,1,111,67,56,3,2,109,22,4,17,37
57999,0,9,86,47,26,93,2,45,48,43,27
58000,1,45,48,84,46,99,108,13,22,67,71
58001,1,101,93,22,86,40,105,106,119,120,48
58002,1,62,84,99,114,13,12,51,21,39,5
58003,0,108,10,26,7,8,85,16,23,6,99
58004,0,9,79,61,32,67,22,17,29,1,52
58005,0,30,78,52,70,14,91,25,26,48,99
58006,1,12,22,26,111,110,2,41,101,14,47
58007,0,8,97,11,7,20,41,74,14,26,81
58008,1,2,31,22,7,8,74,98,101,12,26
58009,0,35,100,111,99,48,15,40,21,44,47
58010,1,14,6,23,21,49,8,26,74,96,32
58011,0,12,98,11,110,27,85,84,23,48,21
58012,0,108,84,9,77,46,68,114,52,16,25
58013,1,27,37,69,81,74,23,26,17,101,10
58014,0,16,75,8,74,90,30,18,25,99,72
58015,1,38,35,32,75,104,44,99,90,62,8
58016,1,21,114,82,99,30,3,63,9,6,2
58017,1,95,108,26,4,85,11,38,103,76,22
58018,1,14,102,37,11,56,9,72,38,68,28
58019,1,4,84,22,81,25,26,56,34,16,6
58020,1,2,101,83,4,67,40,84,49,110,28
58021,0,23,14,41,101,98,44,119,74,26,4
58022,1,30,12,46,21,101,75,25,51,97,8
58023,1,87,62,74,69,8,35,101,34,41,21
58024,0,2,88,86,114,76,11,12,21,64,69
58025,0,62,22,67,101,13,32,18,119,4,74
58026,0,14,37,25,93,78,94,36,32,26,44
58027,0,16,113,77,52,37,88,18,27,28,12
58028,0,1,34,45,8,2,57,46,68,67,51
58029,0,67,86,106,13,90,32,60,21,22,72
58030,1,6,2,27,105,119,49,14,10,17,68
58031,0,34,64,99,110,67,71,2,119,74,8
58032,1,14,78,93,28,27,2,41,44,64,119
58033,1,87,14,44,34,84,71,11,37,114,8
58034,1,9,29,14,34,114,21,27,47,98,48
58035,1,74,21,51,48,86,6,45,25,20,108
58036,1,26,35,10,25,41,20,14,22,71,120
58037,1,37,52,21,59,114,112,25,108,67,51
58038,1,8,86,111,22,33,28,88,26,48,108
58039,1,70,99,53,1,39,76,46,14,81,106
58040,0,25,8,114,102,112,71,48,32,94,36
58041,0,93,26,56,2,22,37,67,41,64,35
58042,0,88,14,4,26,76,22,99,31,93,21
58043,0,47,84,68,97,8,9,59,22,27,2
58044,0,64,56,14,25,104,44,26,106,22,99
58045,1,41,64,4,74,35,11,3,9,20,114
58046,0,14,34,68,44,21,28,54,2,20,4
58047,0,27,22,99,30,113,76,79,3,67,96
58048,1,84,22,8,2,51,49,1,110,21,120
58049,0,23,69,14,119,17,75,7,56,41,22
58050,1,62,34,18,101,13,17,99,111,40,81
58051,1,26,67,86,61,21,69,114,74,1,31
58052,1,83,26,47,96,48,75,44,34,71,120
58053,0,67,27,84,96,17,77,21,25,32,119
58054,1,11,1,14,4,13,50,10,2,22,40
58055,0,30,22,40,106,1,14,101,104,74,67
58056,0,23,41,35,22,32,34,71,99,1,42
58057,1,101,41,56,110,37,27,14,2,48,87
58058,1,86,21,22,99,4,44,32,9,14,17
58059,1,104,119,10,21,22,35,23,77,20,52
58060,0,101,114,31,110,17,84,14,2,46,1
58061,0,11,86,28,41,56,114,9,89,69,87
58062,0,67,86,9,46,14,8,11,2,22,21
58063,0,93,27,97,34,85,9,4,88,39,30
58064,1,22,64,58,93,2,99,21,54,84,37
58065,1,4,120,30,41,74,54,71,34,64,78
58066,1,21,25,78,93,95,76,14,68,9,41
58067,1,12,20,14,47,21,22,11,69,29,41
58068,1,97,32,64,8,35,106,31,14,67,120
58069,1,105,14,74,45,4,101,96,54,71,26
58070,0,41,22,107,11,35,1,38,85,74,26
58071,1,64,74,32,97,54,119,22,86,108,67
58072,1,4,7,97,89,87,52,74,99,18,84
58073,1,67,112,106,14,88,26,8,22,101,4
58074,1,72,68,99,100,22,12,107,14,104,52
58075,0,95,41,17,14,50,26,69,74,86,44
58076,1,32,21,67,106,84,7,98,88,62,10
58077,1,2,75,17,26,81,16,94,103,22,14
58078,1,14,44,45,34,62,2,12,27,56,86
58079,0,2,26,69,22,74,106,9,44,14,7
58080,0,99,40,34,114,68,102,75,110,9,6
58081,0,74,72,27,55,101,37,2,114,106,112
58082,1,86,114,9,82,14,100,63,27,8,74
58083,0,92,120,101,106,46,37,30,8,74,63
58084,0,10,86,63,73,14,95,37,4,25,2
58085,1,2,73,119,30,22,68,72,41,88,74
58086,1,6,37,71,26,4,25,69,106,31,7
58087,1,45,14,12,59,96,87,48,99,17,86
58088,0,68,8,34,84,21,69,12,51,59,52
58089,0,22,41,27,99,84,42,25,21,85,90
58090,1,120,34,84,27,48,2,87,39,17,89
58091,0,4,45,8,17,105,1,89,119,34,58
58092,0,21,27,25,67,74,42,34,119,108,45
58093,0,86,46,69,44,22,37,12,106,7,2
58094,0,14,99,72,22,17,27,49,114,52,31
58095,1,74,9,44,64,51,8,78,88,34,87
58096,1,42,53,32,23,9,56,59,78,104,26
58097,0,97,62,74,41,26,102,114,87,51,22
58098,1,14,4,16,6,13,22,83,12,21,56
58099,1,107,102,67,16,5,22,44,99,75,26
58100,1,14,26,53,4,82,27,106,110,56,71
58101,0,72,11,33,114,100,38,84,22,93,74
58102,0,44,28,22,60,26,37,114,106,2,86
58103,0,9,93,59,74,31,26,71,81,98,106
58104,1,9,44,35,21,37,52,26,11,93,62
58105,1,67,101,60,17,9,33,93,108,11,14
58106,0,22,84,4,3,11,12,8,64,14,21
58107,1,84,26,28,4,48,64,88,106,12,22
58108,1,5,103,33,25,48,32,53,41,21,39
58109,0,12,76,101,26,97,48,9,39,7,21
58110,1,93,51,25,14,5,86,34,48,9,110
58111,0,74,62,1,15,29,67,22,5,23,99
58112,0,75,100,93,22,102,4,7,11,51,69
58113,0,68,47,41,4,45,8,26,11,31,78
58114,0,30,14,78,22,67,20,7,1,39,37
58115,0,54,11,99,14,82,74,7,18,75,120
58116,1,40,22,73,99,42,86,17,101,32,114
58117,1,114,46,112,102,22,23,91,2,14,72
58118,0,93,37,84,47,104,110,74,70,14,9
58119,1,84,46,15,44,3,64,35,41,86,2
58120,1,22,105,20,2,67,41,114,14,34,30
58121,1,74,22,99,95,86,46,35,64,65,85
58122,0,74,87,67,51,103,101,97,37,106,8
58123,1,100,48,16,34,33,37,67,35,52,104
58124,0,49,109,51,16,27,34,3,9,7,12
58125,1,27,22,62,6,21,25,3,90,16,113
58126,1,67,74,112,2,22,49,32,86,77,56
58127,1,86,112,67,74,108,31,114,39,9,120
58128,0,22,91,7,48,9,69,79,14,34,8
58129,1,119,69,21,48,47,62,39,94,41,85
58130,0,4,83,16,11,86,26,74,8,111,9
58131,1,37,35,21,64,41,28,44,112,23,12
58132,1,64,5,2,6,11,52,106,14,32,15
58133,0,21,36,34,94,18,120,99,22,14,1
58134,1,32,76,2,74,27,84,52,1,53,49
58135,0,108,23,49,7,48,10,22,62,21,92
58136,0,11,4,71,16,23,87,34,10,14,60
58137,1,82,75,69,79,44,11,27,99,16,1
58138,1,37,93,110,32,17,9,34,41,100,87
58139,1,56,102,88,59,26,95,47,100,14,46
58140,1,75,76,95,32,90,71,6,104,74,119
58141,0,22,21,10,73,110,114,99,13,14,81
58142,1,106,16,90,63,101,1,87,102,9,39
58143,0,22,106,84,48,110,9,27,28,4,42
58144,1,79,21,2,44,28,16,41,86,34,77
58145,1,54,11,92,86,62,120,21,106,7,14
58146,1,112,74,48,2,101,111,38,100,47,54
58147,1,1,52,69,22,68,27,34,99,48,23
58148,1,14,104,93,106,99,9,8,86,46,98
58149,1,67,88,87,22,33,97,40,34,77,14
58150,0,16,82,14,15,69,8,39,36,2,102
58151,1,101,35,104,5,54,99,14,74,15,7
58152,0,14,25,26,4,21,48,46,119,108,27
58153,0,21,6,84,14,22,56,119,104,76,52
58154,0,23,26,7,41,99,87,53,76,8,100
58155,0,104,110,86,114,71,28,48,29,26,74
58156,0,79,72,37,49,2,92,27,21,54,62
58157,1,84,22,8,99,46,7,47,26,27,42
58158,1,47,51,1,22,27,108,30,93,46,103
58159,1,32,34,67,86,69,16,21,27,113,59
58160,0,109,111,21,23,2,6,11,14,99,31
58161,1,47,69,86,10,14,95,111,27,46,102
58162,1,25,86,81,111,98,23,64,93,4,74
58163,0,9,30,4,11,96,21,37,1,25,22
58164,0,81,31,16,69,47,77,32,22,96,25
58165,1,77,30,61,21,23,27,1,74,2,38
58166,1,77,7,14,74,72,46,12,66,20,28
58167,1,22,87,9,46,4,25,106,30,102,7
58168,0,41,86,9,99,74,105,1,21,23,112
58169,0,104,119,7,22,4,99,14,74,84,1
58170,1,48,52,14,75,2,69,11,91,93,84
58171,0,5,21,48,86,46,79,47,9,7,113
58172,0,83,17,48,75,120,14,93,22,4,104
58173,1,111,17,99,6,14,74,8,88,21,101
58174,1,72,33,10,78,23,36,12,69,112,76
58175,0,64,8,21,32,34,95,22,23,47,52
58176,0,119,10,14,32,11,67,5,22,9,99
58177,1,113,8,37,7,120,21,14,16,34,12
58178,0,11,76,21,104,119,114,71,14,74,86
58179,0,12,112,22,106,92,41,77,114,74,5
58180,1,29,39,26,48,14,34,52,81,114,84
58181,1,30,92,6,25,99,93,2,105,4,33
58182,0,71,4,46,22,86,101,108,109,14,20
58183,0,25,4,98,52,87,51,67,9,64,99
58184,1,101,3,103,93,99,40,54,39,21,69
58185,1,22,46,1,89,112,74,75,77,40,42
58186,0,99,84,67,17,31,26,34,85,93,9
58187,1,60,30,21,54,11,120,37,90,67,36
58188,1,11,69,67,100,31,101,114,20,60,91
58189,0,30,12,39,14,7,42,110,21,99,74
58190,1,113,14,104,75,34,8,5,99,49,16
58191,0,8,34,9,14,84,72,100,74,26,36
58192,0,15,34,7,18,21,71,88,22,67,90
58193,0,25,75,2,107,41,108,74,114,95,14
58194,1,38,44,87,14,21,58,94,110,54,20
58195,1,83,119,21,95,69,11,51,93,60,20
58196,0,2,56,37,41,90,31,21,53,6,22
58197,1,62,14,110,46,70,31,39,33,27,67
58198,0,2,22,101,8,34,88,67,25,26,62
58199,0,69,21,22,14,4,42,32,92,94,103
